fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity_scaled,volatile acidity_scaled,citric acid_scaled,residual sugar_scaled,chlorides_scaled,free sulfur dioxide_scaled,total sulfur dioxide_scaled,density_scaled,pH_scaled,sulphates_scaled,alcohol_scaled,quality
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,-0.6396150714996427,-1.5275005510187716,0.4996680089878396,-0.017309719899392832,-0.5090009286013232,-0.46855351735712547,-0.17301161973876603,-1.2412542900322203,1.356396926416372,0.8282044811195846,1.8191218633126551,7
6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,-1.100351509407554,1.9431282186553138,-1.3932579682543467,-0.16525883526590046,1.5777642350582108,-0.9473236151679025,-1.0741914556847296,-0.6417561765376905,1.614495977522484,-0.871637556449625,0.3399239152605368,5
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,-0.7547991809766207,1.177950222191736,-0.7793360296893133,-0.535131623682169,0.524251725249514,-0.08553743910850388,0.5417172156666533,-0.44370769261540205,-0.5793459568794659,-0.4027156150512227,-0.8619244175318104,6
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,-1.215535618884532,-0.5437002698513144,-0.2677344142184521,-0.535131623682169,-0.20510308923342996,0.48898667826442854,0.29311588161259444,-0.20283791487203337,1.356396926416372,-0.3441003723764223,-0.8619244175318104,6
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,-0.23647068833021995,0.27613329778823315,-0.21657425267136596,-0.16525883526590046,-0.24562280114914908,0.6804947173887393,1.4739722183693742,0.08085315669229677,-0.6438707196559953,-0.4613308577260231,-0.8619244175318104,6
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,-0.35165479780719794,0.22147772661226328,-0.3188945757655383,-0.7570552967319304,-0.3874417928541658,-1.1388316542922132,-1.1674169559550016,-1.1395537172072439,-0.966494533538634,-0.6957918284252239,-0.5845748022720374,6
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,-0.35165479780719794,-1.4728449798428018,-0.06309376803010762,-0.3871825083156616,-0.7318593441377784,0.29747863914011774,0.9456943835044991,-0.861215307370519,-1.0310192963151634,0.7695892384447842,0.43237378701379386,6
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,-0.23647068833021995,-1.035600410435043,0.4485078474407534,-0.4611570659989154,-0.4684812166856041,-1.0430776347300579,-1.1363417891982444,-1.3483075245848022,-0.25672214299682716,-0.6957918284252239,0.7097234022735651,7
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,0.16667369483920225,-0.5983558410272842,0.6019883320820119,-0.535131623682169,-0.40770164881202536,-0.9473236151679025,-1.0741914556847296,-0.8290993370047087,0.259475959215397,0.18343681169678042,1.1719727610398523,8
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,0.9153704064395589,1.150622436603751,-0.4212148988597105,2.4238506836479807,0.46347215737593533,1.6380349130102936,0.9146192167477417,1.1085642083972138,-1.09554405909169,-0.6371765857504236,-0.9543742892850674,5
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,-0.6396150714996427,-0.9262892680831034,0.9601094629116147,-0.3132079506324078,-0.2861425130648682,0.7762487369508947,-0.07978611946849393,-0.732751425907397,0.5820997730980357,1.1212806944935858,0.524823658767051,7
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,0.9153704064395589,1.0413112942518112,1.4205509168353898,-0.6091061813654229,0.9699685563224243,0.7762487369508947,0.16881521458556498,0.4341288307158527,0.259475959215397,1.6488178785667886,-0.39967505876552323,5
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,-1.215535618884532,-0.7623225545551937,0.8066289782703563,-0.3871825083156616,-0.34692208093844695,-0.18129145867065927,-0.7012894546036412,-1.3001335690361167,0.9047235869806772,1.2385111798431865,0.7097234022735651,7
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,-0.8699832904535987,0.6587222960200224,-1.2909376451601744,-0.3132079506324078,-0.20510308923342996,-0.7558155760435917,-0.9809659554144575,-0.92544724810208,0.259475959215397,-0.22686988702682157,-0.029875571752493238,6
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,-0.9851673999305766,-0.4890446986753445,-0.625855545048055,-0.3132079506324078,-0.24562280114914908,0.5847406978265839,0.19989038134232234,-0.5400556037127139,0.06590167088581153,-0.22686988702682157,-1.0468241610383244,5
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,0.7425942422240916,-0.8169781257311636,0.75546881672327,-0.4611570659989154,-0.34692208093844695,-1.0430776347300579,-1.0431162889279721,-0.06366870995370068,-1.0310192963151634,0.5351282677455826,0.06257430000076386,6
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,1.088146570655025,-1.0902559816110127,0.9601094629116147,-0.4611570659989154,-0.14432352135985124,-0.9473236151679025,-1.1674169559550016,-0.22960122351017884,-1.3536431101978021,-1.0474832844740263,-0.029875571752493238,6
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,0.28185780431618074,-1.4181894086668319,0.9601094629116147,-0.3132079506324078,0.13931446205018247,0.39323265870227314,-0.5459136208198544,-0.9789738653783709,-0.32124690577335663,-0.5785613430756232,0.8021732740268238,6
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,-0.23647068833021995,0.22147772661226328,0.1927070397053229,-0.3871825083156616,-0.18484323327557037,-0.5643075369192809,1.0078447170180138,0.03267920114367057,-0.1276726174437711,0.18343681169678042,-0.8619244175318104,6
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,-0.06369452411475372,-1.035600410435043,0.4996680089878396,-0.4611570659989154,-0.6305600643484806,2.5955751086318477,0.852468883234227,-1.407186803588758,-0.5148211941029393,0.886819723794385,1.4493223762996252,6
8.2,0.4,0.31,1.9,0.0819999999999999,8.0,24.0,0.996,3.24,0.69,10.6,-0.06369452411475372,-0.7076669833792237,0.1927070397053229,-0.4611570659989154,-0.12406366540199364,-0.7558155760435917,-0.7012894546036412,-0.37947575188384103,-0.4502964313264098,0.18343681169678042,0.15502417175402095,6
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,0.39704191379315823,-0.7623225545551937,0.6531484936290981,-0.9050044120984378,-0.8939381918006548,0.8720027565130501,0.10666488107205026,-1.032500482654662,-0.7083954824325219,1.0040502091439851,0.43237378701379386,6
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,1.4912909538244483,-1.1449115527869826,1.2670704321941315,-0.535131623682169,0.888929132490986,0.10597060001580692,-0.07978611946849393,0.33778091961854084,-0.19219738022030056,0.6523587530951834,0.9870730175333381,6
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,-0.12128657885324247,0.002855441908384288,-0.2677344142184521,-0.23923339294915397,-0.20510308923342996,1.6380349130102936,1.3185963845855875,0.0380318628712759,-0.32124690577335663,-1.1647137698236267,-0.7694745457785532,6
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,1.2609227348704923,-0.9262892680831034,1.0112696244587007,-0.23923339294915397,-0.2861425130648682,-0.6600615564814363,-0.7323646213603986,-0.1760746062338879,-0.5148211941029393,0.5937435104203831,1.4493223762996252,6
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,2.47035588437876,-0.7623225545551937,1.113589947552873,-0.017309719899392832,-0.1645833773177108,-0.7558155760435917,-0.8255901216306707,1.3333760009576476,-1.5472173985273876,0.9454349664691847,-0.12232544350575032,6
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,0.5122260232701357,-0.3797335563234047,-0.21657425267136596,0.056664837783860986,0.05827503821874419,0.20172461957796234,0.9456943835044991,1.3440813244129177,-1.0310192963151634,-0.871637556449625,-0.9543742892850674,5
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,-0.46683890728417593,0.27613329778823315,-1.2397774836130884,1.1662832030326669,-0.1645833773177108,1.0635107956373608,-0.017635785954979197,-0.42229704570486193,-1.8698412124100263,-1.1060985271488266,-1.1392740327915833,5
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,0.39704191379315823,0.27613329778823315,-0.11425392957719378,-0.3871825083156616,0.32165316567091834,-0.7558155760435917,-0.7945149548739133,0.5251240800855592,-0.25672214299682716,0.35928253972118157,-0.7694745457785532,5
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,-1.8490482210079107,-0.5983558410272842,-1.3932579682543467,-0.535131623682169,-0.8939381918006548,0.20172461957796234,1.28752121782883,-2.7507048972238155,2.3887931308408206,0.4178977823959819,2.9285203243517435,7
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,-0.40924685254568716,-0.5437002698513144,0.09038671661115057,-0.3132079506324078,-0.26588265710700865,0.29747863914011774,0.603867549180168,0.2521383319764397,0.5820997730980357,-0.10963940167722082,-0.8619244175318104,5
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,-0.35165479780719794,-1.9100895492505605,0.3461875243465814,0.1306393954671148,-0.4482213607277445,-0.08553743910850388,0.3552662151261092,-1.0753217764756828,0.38852548476845306,0.7109739957699838,1.264422632793111,6
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,-0.2940627430687092,1.5605392204235244,-1.3420978067072604,0.056664837783860986,-0.2861425130648682,3.0743452064426244,1.3496715513423447,-0.26706985560359436,0.4530502475449797,-0.22686988702682157,0.3399239152605368,5
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,1.088146570655025,-1.6368116933707115,0.4996680089878396,-0.23923339294915397,-0.6305600643484806,-0.18129145867065927,-0.32838745352255283,-0.3045384876970099,-0.5148211941029393,-0.9888680417992258,-1.0468241610383244,4
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,-0.6972071262381319,1.2052780077797207,-1.3420978067072604,-0.23923339294915397,-0.5900403524327615,-0.46855351735712547,-0.8877404551441854,-2.295728650375283,0.5175750103215091,-1.5164052258724285,2.188921350325685,6
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,-1.33071972836151,-1.0902559816110127,0.24386720125240904,7.676044279158998,-0.6913396322220592,-0.9473236151679025,2.064400386747764,-0.5293502802574438,-0.06314785466724451,-0.5785613430756232,0.9870730175333381,4
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,-0.2940627430687092,0.11216658426032408,-1.3932579682543467,-0.6091061813654229,-0.36718193689630624,-0.8515695956057471,-0.9188156219009428,-0.06366870995370068,-0.32124690577335663,-0.10963940167722082,-0.9543742892850674,6
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,-0.12128657885324247,1.095966865427781,-1.3932579682543467,-0.017309719899392832,-0.14432352135985124,-0.37279949779497007,-0.7012894546036412,0.6803512701868267,0.4530502475449797,-1.1647137698236267,-0.7694745457785532,4
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,-1.0427594546690653,0.7680334383719623,-1.3932579682543467,1.3142323183991746,-0.6305600643484806,-0.46855351735712547,-0.8255901216306707,-0.9789738653783709,0.9047235869806772,-0.5785613430756232,1.264422632793111,4
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,-0.46683890728417593,0.44010001131614285,-0.3700547373126243,-0.6091061813654229,-0.24562280114914908,1.9252969716967596,0.4174165486396239,-0.9468578950125608,-1.3536431101978021,-1.5164052258724285,-1.0468241610383244,5
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,0.8577783517010702,-0.8716336969071334,0.6019883320820119,-0.017309719899392832,-0.18484323327557037,1.1592648151995164,0.5727923824234107,0.3110176109803954,-0.966494533538634,-0.4027156150512227,-0.5845748022720374,5
9.0,0.4,0.41,2.0,0.0579999999999999,15.0,40.0,0.99414,3.22,0.6,12.2,0.39704191379315823,-0.7076669833792237,0.7043086551761839,-0.3871825083156616,-0.610300208390623,-0.08553743910850388,-0.2040867864955234,-1.3750708332229478,-0.5793459568794659,-0.3441003723764223,1.6342221198061393,6
8.3,0.56,0.22,2.4,0.0819999999999999,10.0,86.0,0.9983,3.37,0.62,9.5,-0.0061024693762639646,0.16682215543629397,-0.2677344142184521,-0.09128427758264665,-0.12406366540199364,-0.5643075369192809,1.2253708843153153,0.8516364454709696,0.38852548476845306,-0.22686988702682157,-0.8619244175318104,5
5.9,0.29,0.25,13.4,0.067,72.0,145.84000000000015,0.99721,3.33,0.54,10.3,-1.3883117830999987,-1.3088782663148923,-0.11425392957719378,8.045917067575267,-0.4279615047698849,5.372441675934354,3.0849088630396806,0.26819631715937453,0.130426433662341,-0.6957918284252239,-0.12232544350575032,6
7.4,0.55,0.19,1.8,0.0819999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,-0.5244309620226647,0.11216658426032408,-0.4212148988597105,-0.535131623682169,-0.12406366540199364,-0.08553743910850388,-0.39053778703606756,-0.0850793568641814,1.1628226380867894,0.12482156902198069,0.06257430000076386,5
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,-0.5244309620226647,1.150622436603751,-1.0351368374247438,-0.6091061813654229,-0.043024241570553665,-0.08553743910850388,0.04451454755853553,-0.9040366011915398,-1.224593584644746,-1.0474832844740263,-0.39967505876552323,5
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,-0.8123912357151094,-0.6530114122032542,0.2950273627994952,-0.23923339294915397,-0.14432352135985124,0.5847406978265839,-0.32838745352255283,-0.9682685419231009,0.6466245358745651,0.5351282677455826,0.6172735305203081,6
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,-0.6972071262381319,0.385444440140173,-1.3420978067072604,-0.16525883526590046,-0.18484323327557037,0.7762487369508947,-0.29731228676579546,-0.8398046604599788,0.5820997730980357,-0.28548512970162193,0.43237378701379386,6
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,-0.46683890728417593,0.27613329778823315,-0.677015706595141,-0.23923339294915397,-0.22536294519128952,1.0635107956373608,0.4174165486396239,-0.2188959000549682,-0.19219738022030056,-0.4027156150512227,-0.5845748022720374,5
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,-0.6972071262381319,1.0413112942518112,-1.3932579682543467,-0.535131623682169,0.7065904288702499,-0.9473236151679025,-1.012041122171215,-0.23495388523784358,0.9047235869806772,-0.4613308577260231,-0.5845748022720374,5
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,-0.23647068833021995,0.7133778671959924,-1.3932579682543467,-0.8310298544151842,0.15957431800804206,-0.9473236151679025,-1.0431162889279721,-0.5454082654403787,0.7756740614276212,-0.4613308577260231,-0.8619244175318104,5
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,-0.2940627430687092,0.9320001518998713,-1.08629699897183,-0.4611570659989154,-0.18484323327557037,0.39323265870227314,-0.3594626202793102,-0.22960122351017884,0.5820997730980357,0.18343681169678042,0.43237378701379386,5
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,-1.2731276736230213,0.6040667248440525,-1.2909376451601744,-0.09128427758264665,-0.3874417928541658,0.9677567760752055,-0.017635785954979197,-1.6748198899702127,1.0337731125337333,-1.223329012498427,0.524823658767051,5
7.5,0.59,0.22,1.8,0.0819999999999999,43.0,60.0,0.99499,3.1,0.42,9.2,-0.46683890728417593,0.33078886896420306,-0.2677344142184521,-0.535131623682169,-0.12406366540199364,2.5955751086318477,0.4174165486396239,-0.9200945863744152,-1.3536431101978021,-1.399174740522828,-1.1392740327915833,5
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,-0.7547991809766207,0.27613329778823315,0.039226555064064694,1.6841051068154433,-0.06328409752841295,-0.37279949779497007,0.6970930494504401,-0.20283791487203337,0.06590167088581153,0.2420520543715808,0.524823658767051,6
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,-0.8699832904535987,0.6040667248440525,-1.3932579682543467,0.1306393954671148,0.7065904288702499,-0.08553743910850388,-0.42161295379282493,-0.7113407789968568,0.8401988242041478,-0.1682546443520212,0.8021732740268238,6
8.6,0.635,0.68,1.8,0.4029999999999999,19.0,56.0,0.99632,3.02,1.15,9.3,0.16667369483920225,0.5767389392560676,2.0856330169475092,-0.535131623682169,6.379350097070923,0.29747863914011774,0.29311588161259444,-0.2081905765996981,-1.8698412124100263,2.879737974737595,-1.0468241610383244,5
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,-1.1579435641460434,2.680978429530907,-1.3932579682543467,-0.3871825083156616,-0.10380380944413209,0.10597060001580692,-0.7012894546036412,-1.2519596134874904,1.8080702658520666,-0.6371765857504236,0.7097234022735651,4
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,0.8577783517010702,-0.4343891274993746,0.5508281705349257,-0.017309719899392832,-0.14432352135985124,1.733788932572449,0.603867549180168,0.29495962579752,-1.0310192963151634,-0.4613308577260231,-0.5845748022720374,5
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,-0.06369452411475372,1.3692447213076304,-1.3932579682543467,-0.23923339294915397,0.01775532630302505,-0.27704547823281467,-0.6391391210901265,0.5840033590895148,0.38852548476845306,-1.1647137698236267,-0.7694745457785532,4
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,0.10908164010071351,-0.8716336969071334,0.24386720125240904,-0.535131623682169,-0.4482213607277445,0.9677567760752055,0.1377400478288076,-1.150259040662514,0.4530502475449797,0.35928253972118157,1.264422632793111,6
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,-0.6396150714996427,0.22147772661226328,-1.137457160518916,-0.16525883526590046,-0.14432352135985124,0.010216580453651524,-0.32838745352255283,-0.5721715740785241,0.4530502475449797,-0.3441003723764223,-0.12232544350575032,6
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,1.2033306801320036,-0.5437002698513144,1.164750109099959,-0.16525883526590046,-0.40770164881202536,-0.27704547823281467,-0.8566652883874281,-0.37947575188384103,-1.3536431101978021,1.2385111798431865,0.894623145780081,6
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,-0.8123912357151094,-0.6530114122032542,0.1927070397053229,-0.3871825083156616,-0.18484323327557037,0.48898667826442854,0.1377400478288076,-0.015494754405015047,1.0337731125337333,-0.6371765857504236,-0.8619244175318104,6
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,-1.6186800020539547,-0.2157668427954953,-1.2397774836130884,-0.535131623682169,-0.8939381918006548,1.1592648151995164,1.2564460510720727,-3.1628598502512673,1.2273474008633158,0.9454349664691847,3.2983198113647734,8
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,-1.9066402757463996,-0.8169781257311636,-1.3420978067072604,-0.6830807390486765,-0.8128987679692166,0.9677567760752055,0.4174165486396239,-3.1414492033407275,2.5178426563938765,0.5351282677455826,3.2983198113647734,6
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,-0.5820230167611539,-0.4890446986753445,-0.3700547373126243,-0.6830807390486765,-0.7926389120113569,0.7762487369508947,0.5417172156666533,-1.7176411837912335,0.4530502475449797,-0.5199461004008235,1.1719727610398523,6
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,-1.3883117830999987,-0.3797335563234047,-1.3932579682543467,-0.4611570659989154,-0.22536294519128952,0.8720027565130501,-0.07978611946849393,-1.5302980233242154,1.2273474008633158,-0.7544070711000244,0.7097234022735651,5
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,-0.46683890728417593,0.27613329778823315,-0.3700547373126243,-0.3871825083156616,-0.3064023690227278,1.733788932572449,-0.07978611946849393,-0.9468578950125608,-1.3536431101978021,-1.3405594978480277,-1.0468241610383244,5
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,-0.2940627430687092,0.27613329778823315,-0.7281758681422271,-0.3132079506324078,0.2811334537551992,0.10597060001580692,-0.32838745352255283,-1.2359016283046151,-0.4502964313264098,-0.7544070711000244,0.7097234022735651,6
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,-0.1788786335917312,1.0139835086638262,-0.2677344142184521,-0.16525883526590046,-0.26588265710700865,-0.27704547823281467,1.0699950505315285,0.09155848014756685,-0.4502964313264098,-0.6957918284252239,-0.8619244175318104,6
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,0.10908164010071351,-0.7076669833792237,0.6531484936290981,2.79372347206425,-0.7723790560534973,-1.2345856738543688,-1.1363417891982444,-0.5614662506232541,-0.19219738022030056,-0.5785613430756232,1.4493223762996252,4
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,-0.7547991809766207,0.8773445807239014,-1.3932579682543467,-0.4611570659989154,0.524251725249514,-1.2345856738543688,-1.1363417891982444,-0.18677992968915796,0.259475959215397,-0.3441003723764223,-0.6770246740252962,6
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,0.8577783517010702,-1.2542226951389224,0.6019883320820119,-0.6091061813654229,-0.5292607845591828,-1.2345856738543688,-1.1674169559550016,-1.021795159199392,-1.09554405909169,-0.5199461004008235,0.9870730175333381,7
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,-0.6972071262381319,-0.3797335563234047,-0.3700547373126243,-0.4611570659989154,-0.22536294519128952,1.1592648151995164,0.2309655480990797,-0.5935822209890048,0.38852548476845306,-0.10963940167722082,-0.029875571752493238,6
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,-0.23647068833021995,1.2872613645436757,-1.3932579682543467,-0.3871825083156616,-0.08354395348627253,-0.6600615564814363,-0.763439788117156,-0.27777517905886445,0.130426433662341,0.12482156902198069,0.43237378701379386,6
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,0.224265749577691,0.5494111536680827,0.039226555064064694,0.1306393954671148,0.15957431800804206,0.10597060001580692,0.6970930494504401,0.33778091961854084,-0.32124690577335663,-0.1682546443520212,-0.21477531525900906,6
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,-0.7547991809766207,-0.5983558410272842,-0.4212148988597105,-0.16525883526590046,-0.34692208093844695,0.20172461957796234,-0.32838745352255283,-1.043205806109932,0.5175750103215091,-0.5785613430756232,0.43237378701379386,5
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,1.7216591727784043,-0.8716336969071334,1.164750109099959,-0.535131623682169,0.03801518226088462,0.39323265870227314,0.013439380801778167,0.33778091961854084,-1.0310192963151634,-0.5199461004008235,0.06257430000076386,5
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,-0.6972071262381319,-2.0194006916025002,0.8577891398174424,-0.017309719899392832,-0.40770164881202536,0.10597060001580692,-0.48376328730633966,-1.8353997417990855,0.259475959215397,-0.6957918284252239,1.8191218633126551,6
8.0,0.6,0.08,2.6,0.0559999999999999,3.0,7.0,0.99286,3.22,0.37,13.0,-0.1788786335917312,0.385444440140173,-0.9839766758776577,0.056664837783860986,-0.6508199203063422,-1.2345856738543688,-1.2295672894685163,-2.060211534359579,-0.5793459568794659,-1.6922509538968298,2.3738210938321993,5
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,-0.7547991809766207,0.385444440140173,0.14154687815823674,1.4621814337656822,-0.40770164881202536,0.39323265870227314,1.971174886477492,1.3012600305918969,-0.06314785466724451,2.996968460087196,-0.21477531525900906,5
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,-0.40924685254568716,1.150622436603751,-1.3932579682543467,-0.4611570659989154,0.24061374183948034,-0.9473236151679025,-1.0741914556847296,-0.8023360283665633,0.32400072199192365,-0.4027156150512227,0.524823658767051,5
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,-0.06369452411475372,0.5767389392560676,-0.8816563527834855,-0.3132079506324078,-0.3064023690227278,0.8720027565130501,0.4174165486396239,-0.1760746062338879,-0.1276726174437711,0.5351282677455826,0.43237378701379386,6
5.9,0.395,0.13,2.4,0.0559999999999999,14.0,28.0,0.99362,3.62,0.67,12.4,-1.3883117830999987,-0.7349947689672087,-0.7281758681422271,-0.09128427758264665,-0.6508199203063422,-0.18129145867065927,-0.5769887875766118,-1.653409243059732,2.0016445541816523,0.06620632634718031,1.8191218633126551,6
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,-0.46683890728417593,1.2326057933677057,-1.3932579682543467,-0.4611570659989154,-0.08354395348627253,-0.9473236151679025,-1.0741914556847296,0.005915892505525102,0.19495119643886757,-0.9888680417992258,-0.6770246740252962,4
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,-0.9851673999305766,0.5494111536680827,-1.3932579682543467,1.3142323183991746,0.09879475013446333,3.361607265129091,0.9612319668828777,-0.6042875444442749,-0.7083954824325219,-1.223329012498427,-0.8619244175318104,5
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,-0.6396150714996427,0.002855441908384288,-0.677015706595141,-0.3132079506324078,-0.48874107264346367,-0.08553743910850388,-0.5459136208198544,-1.8621630504372904,0.259475959215397,-0.28548512970162193,1.5417722480528822,6
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,-1.5034958925769768,0.385444440140173,-1.3932579682543467,-0.8310298544151842,-0.5090009286013232,-0.46855351735712547,-0.8877404551441854,-2.5687143984844023,0.9047235869806772,-0.5785613430756232,1.6342221198061393,6
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,9.0,0.99476,3.5,0.4,10.9,-0.40924685254568716,5.741690415385219,-1.3932579682543467,-0.3132079506324078,0.9902284122802817,-1.0430776347300579,-1.1674169559550016,-1.043205806109932,1.2273474008633158,-1.5164052258724285,0.43237378701379386,3
